Student_ID,First_Name,Last_Name,Department,Gender,Age,Attendance (%),Attendence Category,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Study_Hours_Category,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S3120,Liam,Brown,Business,Male,19,52.27,Low,97.25,70.86,95.72,75.06,29.2,60.35,71.41,C,7.6,Low,Yes,Yes,PhD,High,4,5.9
S3121,Maria,Davis,Mathematics,Female,18,79.46,Medium,96.43,85.99,63.82,80.21,17.3,66.93,68.45,C,24.1,High,No,No,None,Medium,4,7.4
S3122,Omar,Smith,Mathematics,Male,20,86.1,High,88.67,76.01,78.78,86.63,76.7,53.16,76.66,C,12.8,Medium,No,Yes,None,High,10,6.7
S3123,Ali,Brown,Mathematics,Female,24,88.68,High,53.24,41.39,55.86,99.57,58.4,93.67,67.02,D,12.8,Medium,No,Yes,None,Medium,3,6.7
S3124,Sara,Johnson,Engineering,Male,19,57.49,Low,71.96,98.34,63.47,63,75.5,96.46,78.12,B,28.6,High,No,No,Master's,Medium,4,7.7
S3125,Emma,Jones,Engineering,Female,18,72.21,Medium,53.46,57.9,70.2,66.12,65.3,81.67,65.78,D,15.5,Medium,No,Yes,Bachelor's,High,2,8.1
S3126,Ali,Smith,CS,Male,24,58.84,Low,55.58,54.96,74.35,67.06,10.4,88.22,58.43,D,24.7,High,Yes,No,Bachelor's,Medium,9,4.8
S3127,Omar,Johnson,Engineering,Female,21,83.11,Medium,76.66,69.14,50,86.58,30.1,83.43,65.99,C,20.9,Medium,No,No,PhD,Medium,7,4.5
S3128,Omar,Davis,Engineering,Male,23,57.9,Low,42.45,72.53,94.43,96.59,50.7,68.87,70.93,C,12.9,Medium,No,No,None,Low,1,5.5
S3129,Maria,Johnson,Engineering,Male,23,95.21,High,98.17,85.98,50.38,98.72,30.5,81.6,74.23,C,8.1,Low,No,Yes,None,Low,5,8.1
S3130,Ahmed,Smith,Business,Female,19,61.53,Low,95.12,63.6,88.68,97.29,20.7,91.82,76.2,B,24.9,High,Yes,Yes,Bachelor's,Low,2,6.7
S3131,Ali,Davis,CS,Female,19,64.57,Low,62.85,66.4,73.53,93.97,87,90.5,79.04,C,24.1,High,No,Yes,None,Medium,3,4.7
S3132,Emma,Johnson,Business,Male,24,92.55,High,70.93,72.1,76.19,99.55,74.8,54.05,74.6,C,9.2,Low,No,Yes,None,High,3,4.8
S3133,Ali,Davis,Engineering,Female,18,72.92,Medium,67.97,63.66,60.41,68.8,34.5,73.13,61.41,D,11.2,Medium,Yes,No,None,High,7,8.5
S3134,John,Smith,Engineering,Male,23,51.2,Low,92.93,94.87,80.37,97.42,76.5,69.87,85.33,B,24.2,High,Yes,No,High School,Low,3,5.8
S3135,Ahmed,Smith,CS,Female,19,74.73,Medium,81.32,91.08,76.86,88.05,62.8,87.6,81.29,B,29.6,High,Yes,No,High School,Medium,7,5.3
S3136,Emma,Davis,CS,Male,20,54.23,Low,56.69,67.3,58.21,58.42,0.4,75.07,52.68,D,26.1,High,Yes,No,High School,Low,8,7.5
S3137,Liam,Williams,Mathematics,Female,19,99.27,High,66.81,40.01,61.91,52.27,38,67.49,54.42,F,22.1,High,Yes,Yes,PhD,Low,2,8.3
S3138,Emma,Brown,Engineering,Male,23,79.41,Medium,65.74,94.06,53.35,60.72,29,85.32,64.7,C,27.9,High,Yes,No,None,Medium,1,6.2
S3139,Sara,Johnson,Engineering,Male,22,62.83,Low,97.56,47.46,53.31,88.94,21.8,73.68,63.79,D,12.1,Medium,No,Yes,High School,Low,6,8
S3140,Maria,Johnson,Business,Male,23,78.19,Medium,50.52,54.67,50.69,81.58,25.2,62.83,54.25,F,5.2,Low,Yes,Yes,High School,Medium,9,6.2
S3141,Sara,Williams,Mathematics,Female,20,53.84,Low,45.37,49.14,61.02,61.22,94.2,94.52,67.58,D,13,Medium,No,No,Master's,Low,6,7.5
S3142,Emma,Williams,Engineering,Male,18,89.99,High,92.84,50.79,83.98,87.1,48.6,55.65,69.83,D,29.3,High,No,No,PhD,High,8,6.9
S3143,Ahmed,Williams,Business,Female,20,96.27,High,93.8,88.17,65.81,57.07,84.8,50.9,73.43,C,27,High,Yes,Yes,High School,Low,5,8.5
S3144,Ali,Jones,CS,Female,22,93.72,High,92.3,74.77,67.14,91.09,21.4,57.2,67.32,D,6.3,Low,Yes,No,High School,High,8,5.6
S3145,Liam,Jones,Business,Female,22,67.09,Low,70.66,97.37,56.6,89.71,17.4,58.18,64.99,C,17.5,Medium,Yes,No,High School,Low,4,7.9
S3146,Ali,Davis,Engineering,Male,19,66.29,Low,79.58,53.89,78.77,98.63,88.9,76.9,79.45,C,7,Low,No,Yes,Master's,Low,6,7.4
S3147,Ahmed,Jones,Business,Female,19,51.75,Low,73.8,69.14,67.11,57.51,49.6,81.24,66.4,C,24.7,High,No,No,Master's,High,8,8.2
S3148,Emma,Smith,Business,Female,23,82.57,Medium,44.17,98.65,83.82,95.33,89.5,72.43,80.65,C,14.3,Medium,No,Yes,PhD,Low,1,7
S3149,Omar,Davis,Mathematics,Female,21,76.75,Medium,75.75,89.59,87.07,67.06,6.3,60.21,64.33,C,27.8,High,No,Yes,None,Medium,6,6.3
S3150,Ali,Johnson,Mathematics,Male,20,72.97,Medium,40.82,83.72,79.23,70.8,91.6,56.61,70.46,D,6.4,Low,No,Yes,None,High,8,4.2
S3151,Omar,Brown,CS,Female,23,95.38,High,59.5,51.34,63.8,73.42,41.5,74.61,60.7,D,23.3,High,Yes,No,PhD,Medium,5,8.2
S3152,Ali,Smith,Mathematics,Female,21,58.39,Low,95.94,86.16,75.43,81.35,15.5,78.27,72.11,C,15,Medium,Yes,Yes,None,Medium,3,8.5
S3153,Ali,Johnson,Business,Female,23,50.48,Low,58.24,60.85,62.6,99.74,68.3,65.2,69.16,D,11.7,Medium,No,No,Bachelor's,High,5,6.2
S3154,Liam,Johnson,Mathematics,Female,22,53.67,Low,96.39,71.83,95.15,80,79.7,61.02,80.68,C,17.9,Medium,Yes,No,None,Low,3,5.1
S3155,Maria,Davis,Engineering,Male,19,61.17,Low,55.01,76.55,88.32,96.34,4.7,54.03,62.49,D,17.1,Medium,Yes,No,Master's,Medium,6,7.2
S3156,Maria,Williams,Business,Male,19,51.66,Low,58.87,76.56,74.65,62.75,98.7,51.31,70.47,D,13.7,Medium,No,Yes,Master's,Low,6,4.6
S3157,John,Williams,Business,Female,23,75.14,Medium,77.7,83.59,98.27,69.92,69.7,55.29,75.75,C,21.2,High,Yes,Yes,High School,Medium,5,4.2
S3158,Sara,Smith,Business,Female,19,65.7,Low,85.7,79.7,77.34,75.22,32.1,87.1,72.86,C,21.5,High,No,No,Master's,High,7,5.5
S3159,Ahmed,Williams,Engineering,Female,18,59.02,Low,70.08,44.1,66.43,66.15,15.1,67.2,54.84,F,6.9,Low,No,Yes,Bachelor's,High,7,7.4
S3160,Ahmed,Johnson,Business,Female,23,87.5,High,92.93,67.44,54.77,98.84,39.3,51.37,67.44,D,19.9,Medium,Yes,Yes,Bachelor's,Medium,6,8.1
S3161,Ahmed,Williams,Mathematics,Male,22,60.22,Low,42.41,79.84,77.19,86.28,22.1,75.41,63.87,C,22.8,High,No,Yes,Bachelor's,High,6,4.8
S3162,John,Jones,Engineering,Male,24,84.38,Medium,95.33,57.76,93.02,73.94,49.4,76.8,74.38,C,6.9,Low,No,Yes,High School,Medium,4,8.7
S3163,Maria,Williams,Business,Male,23,67.46,Low,51.78,58.78,93.34,87.57,78.2,71.43,73.52,C,21.5,High,Yes,No,None,Low,4,6.8
S3164,Emma,Johnson,Mathematics,Male,23,75.59,Medium,93.05,47.47,80.23,73.37,66,55.53,69.28,D,25.1,High,Yes,Yes,High School,Medium,3,8.6
S3165,Omar,Davis,Mathematics,Female,19,96.69,High,64.05,65.12,69.67,50.86,43.6,87.75,63.51,D,25.8,High,Yes,Yes,Master's,Medium,10,4.7
S3166,Liam,Smith,CS,Female,22,51.87,Low,89.97,99.21,82.51,77.16,11.9,84.45,74.2,B,6,Low,Yes,Yes,Bachelor's,Medium,7,6.3
S3167,Omar,Brown,Mathematics,Male,23,75.01,Medium,80.3,57.12,88.11,81.26,95.7,69.74,78.71,C,22.4,High,No,No,High School,High,3,6.2
S3168,Emma,Williams,Mathematics,Male,19,92.72,High,50.56,71.89,70.58,99.06,27,69.04,64.69,D,24.9,High,Yes,No,High School,High,9,6.1
S3169,Liam,Johnson,CS,Female,20,79.4,Medium,95.08,84.59,73.81,52.04,27.8,57.8,65.19,C,14.9,Medium,Yes,Yes,Bachelor's,High,9,8.7
S3170,John,Brown,CS,Female,22,63.84,Low,54.73,40.81,84.03,75.6,64.6,87.68,67.91,D,18.6,Medium,Yes,Yes,PhD,Medium,6,8.2
S3171,Emma,Brown,Engineering,Female,21,69.88,Low,54.65,94.03,93.83,54.91,77.1,79.98,75.75,C,11.6,Medium,No,No,Bachelor's,High,7,8
S3172,Ahmed,Jones,Mathematics,Female,18,84.01,Medium,88.85,63.19,89.55,57.45,98.4,54.29,75.29,D,12.8,Medium,No,No,PhD,High,3,5.4
S3173,Sara,Brown,Engineering,Female,21,94.54,High,46.35,92.15,51.12,80.52,96.9,68.9,72.66,C,17.5,Medium,Yes,No,Bachelor's,High,3,5.7
S3174,Ali,Davis,Engineering,Male,24,52.05,Low,53.32,42.34,56.22,61.58,91.4,95.18,66.67,D,8.8,Low,No,No,None,High,1,5.3
S3175,Omar,Johnson,Business,Male,22,53.58,Low,70.22,48.74,92.64,87.46,43.5,72.62,69.2,D,14.3,Medium,Yes,Yes,PhD,High,6,8
S3176,Maria,Johnson,Engineering,Female,23,66.25,Low,89.83,59.35,91.69,75.71,16.7,66.25,66.59,C,12.5,Medium,No,Yes,PhD,Medium,3,6
S3177,Maria,Williams,Engineering,Female,19,61.64,Low,48.85,60.73,69.44,60.91,58.4,82.19,63.42,D,11,Medium,No,No,High School,Medium,1,8.9
S3178,John,Williams,Engineering,Male,24,63.25,Low,72.86,90.87,79.21,74.69,1.7,60.15,63.25,C,17.1,Medium,No,Yes,PhD,High,8,5.8
S3179,Liam,Williams,Engineering,Female,22,61.06,Low,82.67,40.67,95.29,50.04,19.6,76.19,60.74,D,26,High,Yes,No,Master's,High,8,4.8
S3180,Maria,Davis,CS,Male,18,59.79,Low,91.64,78.47,95.58,93.14,0.3,83.48,73.77,B,11.1,Medium,Yes,No,High School,Medium,8,8.6
S3181,Ahmed,Brown,Mathematics,Male,22,56.53,Low,96.13,47.88,89.15,50.63,18.1,92.74,65.77,C,21.5,High,No,Yes,High School,Medium,8,7.9
S3182,Omar,Brown,Business,Male,24,96.7,High,87.08,89.39,60.48,50.35,47.5,84.63,69.91,C,11.4,Medium,No,No,None,High,5,6.9
S3183,Emma,Jones,CS,Male,19,57.21,Low,79.17,86.71,86.51,80.58,39.3,69.22,73.58,C,8.6,Low,Yes,Yes,High School,Low,7,8.3
S3184,Ahmed,Davis,Business,Female,21,60.22,Low,66.02,70,55.05,98.68,36.9,88.39,69.17,C,28.6,High,Yes,Yes,High School,High,3,8.7
S3185,John,Williams,Business,Female,20,62.31,Low,46.73,52.76,94.7,92.8,83.1,94.92,77.5,C,20.8,Medium,No,Yes,Master's,Low,10,8.3
S3186,Ahmed,Smith,CS,Male,21,96.65,High,82.58,78.07,57.46,62.6,67.5,73.89,70.35,C,7.6,Low,Yes,Yes,High School,High,2,8.5
S3187,Emma,Jones,Engineering,Female,19,87.79,High,99.56,49.38,83.12,59.83,93.6,50.23,72.62,D,20.8,Medium,Yes,Yes,PhD,Low,6,5.4
S3188,Sara,Smith,CS,Female,24,89.48,High,84.21,51.4,80.51,81.31,44.5,94.05,72.66,C,9.4,Low,No,No,None,Low,1,6.6
S3189,John,Brown,Business,Female,19,55.24,Low,41,77.6,88.84,91.13,27.2,58.27,64.01,D,27.2,High,No,Yes,Master's,High,2,8
S3190,Sara,Jones,Business,Female,18,91.82,High,69.78,99.47,77.58,68.1,12.3,56.32,63.93,C,11.2,Medium,Yes,No,Bachelor's,Medium,7,6.6
S3191,Ali,Jones,Engineering,Male,22,70.41,Medium,76.88,93.46,52.98,71.62,67.2,65.38,71.25,C,25.2,High,Yes,Yes,Bachelor's,Medium,9,7.2
S3192,Sara,Johnson,CS,Female,22,63.14,Low,81.38,75.59,85.29,55.77,84.2,69,75.21,C,10,Medium,No,Yes,Bachelor's,Medium,7,8.6
S3193,Ali,Brown,Mathematics,Male,21,78.79,Medium,83.18,72.31,69.16,57.64,18.4,89.97,65.11,C,19,Medium,No,No,Master's,Medium,10,5.5
S3194,Ali,Brown,Business,Male,24,91.11,High,73.49,99.9,66.01,78.42,87.9,69.46,79.2,C,27.8,High,Yes,Yes,Bachelor's,High,8,6.7
S3195,Sara,Davis,CS,Female,20,88.93,High,53.4,72.84,99.58,55.13,52.6,52.44,64.33,D,12.4,Medium,No,Yes,PhD,Low,8,6.8
S3196,John,Jones,Engineering,Male,20,94.5,High,96.53,65.21,79.52,60.1,14.4,81.8,66.26,C,7,Low,No,Yes,Bachelor's,Medium,10,5.8
S3197,Liam,Brown,Engineering,Female,18,96.41,High,81.8,94.57,85.54,61.73,64.3,83.56,78.58,B,18.8,Medium,No,No,Bachelor's,High,3,5.8
S3198,Emma,Jones,Mathematics,Female,19,61.91,Low,54.21,54.05,76.32,72.2,52,90.71,66.58,C,9.3,Low,Yes,Yes,None,High,6,7.8
S3199,Ahmed,Davis,Business,Male,18,71.19,Medium,59.34,45.85,88.5,52.28,2.8,69.94,53.12,F,23.2,High,No,Yes,Bachelor's,Medium,2,8.6
S3200,Ahmed,Davis,Mathematics,Female,22,50.73,Low,95.32,78.05,87.6,74.99,39.9,54.3,71.69,C,19.8,Medium,Yes,No,Bachelor's,Medium,9,7.2
S3201,Emma,Johnson,Mathematics,Male,23,93.97,High,93.25,45.75,82.86,96.43,78.5,77.65,79.07,C,13.7,Medium,No,No,High School,Medium,7,6.4
S3202,Omar,Jones,Mathematics,Male,23,57.73,Low,64.31,62.39,99.89,51.22,55.5,56.05,64.89,D,22.6,High,No,No,PhD,Medium,3,7.8
S3203,Omar,Brown,Mathematics,Female,23,93.07,High,42.3,65.41,72.99,81.55,28.2,50.85,56.88,F,11,Medium,Yes,Yes,Master's,High,6,9
S3204,Ali,Brown,Engineering,Female,19,66.47,Low,42.91,72.85,85.31,91.79,92.9,88.93,79.12,C,27.9,High,Yes,Yes,None,High,10,4.4
S3205,Ali,Jones,Business,Female,18,68.41,Low,57.04,99.5,89.89,65.62,23.8,70.17,67.67,C,13.7,Medium,Yes,Yes,Master's,Low,1,7.3
S3206,John,Jones,Mathematics,Male,24,51.96,Low,77.75,53.26,68.8,56.58,25.3,76.25,59.66,D,24.1,High,No,Yes,Bachelor's,Low,7,6.8
S3207,Maria,Jones,Business,Female,21,66.34,Low,75.05,62.55,72.86,52.17,35.5,83.14,63.55,D,11.5,Medium,Yes,Yes,High School,High,9,7.1
S3208,Sara,Williams,Engineering,Male,22,94.42,High,78.03,47.93,98.46,82.2,89.5,70.05,77.7,C,22.9,High,No,Yes,Bachelor's,Low,5,4.1
S3209,Ali,Brown,Engineering,Male,23,51.28,Low,83.04,76.46,51.61,77.61,50.8,52.56,65.35,D,5.8,Low,Yes,Yes,Bachelor's,High,9,8.8
S3210,Ahmed,Davis,CS,Female,24,70.32,Medium,41.14,83.66,66.76,61.46,68.2,62.64,63.98,D,12.4,Medium,Yes,Yes,None,Medium,8,4.4
S3211,John,Brown,CS,Female,20,51.57,Low,46.31,68.92,74.31,91.58,97.6,59.72,73.07,D,7.3,Low,No,Yes,None,High,8,5.5
S3212,Sara,Williams,Business,Female,18,68.55,Low,61.57,54.75,50.07,86.78,78.3,98.87,71.72,C,16.3,Medium,No,Yes,Master's,Medium,6,5.5
S3213,John,Jones,CS,Male,22,58.63,Low,49.29,77.25,94.96,63.82,17.3,86.98,64.93,C,15.9,Medium,Yes,Yes,Bachelor's,Medium,3,7.7
S3214,Sara,Johnson,Mathematics,Female,22,62.61,Low,44.52,72.35,64.31,87.67,78.8,72.58,70.04,D,14,Medium,No,Yes,Master's,High,4,7.4
S3215,Sara,Jones,Business,Male,20,93.88,High,78.46,50.27,62.89,62.25,74.8,53.17,63.64,F,29.5,High,Yes,Yes,Bachelor's,High,1,4.3
S3216,Emma,Jones,Engineering,Female,20,71.8,Medium,88.92,64.34,91.02,83.76,23.3,55.79,67.86,D,11.1,Medium,Yes,No,None,Medium,6,4.7
S3217,Ali,Williams,Engineering,Female,20,63.69,Low,85.16,66.11,63.9,55.93,32.5,90.64,65.71,C,24.8,High,Yes,Yes,High School,Low,7,5.6
S3218,Liam,Brown,Mathematics,Male,23,79.47,Medium,89.02,98.96,82.88,84.61,71,97.27,87.29,A,16.2,Medium,Yes,No,Master's,High,10,7.5
S3219,John,Jones,CS,Male,23,57.11,Low,79.95,90.96,91.08,61.94,23.8,51.57,66.55,C,13.4,Medium,Yes,Yes,Master's,Medium,9,8.6
S3220,Liam,Brown,Business,Female,18,62.97,Low,84.12,84.06,89.62,78.62,20.8,95.52,75.46,B,10.1,Medium,Yes,No,PhD,Low,5,5.6
S3221,John,Smith,Business,Female,20,77.31,Medium,56.31,93.33,89.1,58.62,70.3,69.03,72.78,C,20.8,Medium,Yes,No,PhD,Low,2,6.6
S3222,Emma,Davis,Mathematics,Female,21,61.88,Low,99.58,84.13,54.43,86.3,88.1,60.68,78.87,C,13.3,Medium,No,No,High School,Medium,7,5.9
S3223,Ahmed,Brown,CS,Female,22,83.96,Medium,50.99,94.2,53.99,53.04,7.5,55.11,52.47,D,25.3,High,No,Yes,PhD,High,7,6.9
S3224,Liam,Johnson,Business,Female,20,74.57,Medium,52.87,43.27,65.34,58.27,44.6,88.59,58.82,D,29.2,High,No,No,High School,Low,5,7.1
S3225,Ahmed,Davis,Mathematics,Male,22,88.6,High,57.34,67.36,51.8,59.21,60.7,73.45,61.64,D,10.7,Medium,Yes,No,Bachelor's,Low,2,6.6
S3226,Omar,Johnson,Business,Male,19,97.41,High,98.52,84.81,75.02,52.07,67.6,91.62,78.27,B,8.2,Low,Yes,No,PhD,Low,7,5.9
S3227,Ali,Jones,Engineering,Male,24,55.79,Low,99.3,75,69.74,87.25,99.6,61.31,82.03,C,12.9,Medium,No,No,PhD,Medium,1,8.4
S3228,Ali,Davis,Business,Male,19,66.73,Low,87.69,50.51,77.85,99.05,68.3,83.93,77.89,C,16.7,Medium,Yes,Yes,Master's,Low,6,8
S3229,Maria,Brown,Business,Female,20,65.98,Low,77.74,60.43,64.94,88.92,62,55.91,68.32,D,12.5,Medium,No,No,High School,Low,6,9
S3230,Emma,Davis,Business,Male,22,57.56,Low,71.2,59.07,74.29,93.03,99,54.49,75.18,D,29.3,High,Yes,Yes,Master's,Medium,6,6.1
S3231,Ahmed,Jones,CS,Male,24,90.52,High,98.24,55.68,66.74,50.3,6.1,56.67,55.62,D,24.5,High,No,Yes,PhD,Low,3,4.2
S3232,Sara,Williams,CS,Male,19,87.99,High,81.74,60.59,59.76,55.89,7.4,90.45,59.31,D,29.2,High,Yes,No,Bachelor's,Medium,3,7.3
S3233,John,Johnson,Mathematics,Female,20,74.22,Medium,96.68,70.89,82.47,77.95,56.1,82.78,77.81,B,14.3,Medium,Yes,Yes,None,Low,1,7.9
S3234,Ali,Jones,CS,Male,22,76.89,Medium,58.99,91.29,83.67,98.89,35.9,58.3,71.17,C,12.6,Medium,Yes,No,High School,Medium,4,8.7
S3235,Liam,Williams,Business,Female,20,52.98,Low,60.03,84.52,91.46,83.04,9.7,69.24,66.33,C,15.2,Medium,No,Yes,High School,Medium,7,4.1
S3236,John,Davis,Business,Male,23,77.78,Medium,91.28,90.11,93.74,68.71,30.6,88.18,77.1,B,18.1,Medium,No,Yes,Bachelor's,High,1,8.4
S3237,John,Davis,CS,Female,22,89.57,High,48.99,93.02,85.22,57.31,67.4,64.28,69.37,C,23.5,High,Yes,Yes,Bachelor's,High,10,6.6
S3238,Maria,Jones,CS,Male,19,78.69,Medium,96.76,64.97,84.37,57.64,88.1,96.06,81.32,B,27,High,Yes,No,High School,Medium,10,5.9
S3239,Ahmed,Brown,Business,Female,20,63.27,Low,70.45,60.76,52.83,68.14,9.4,95.73,59.55,D,16.6,Medium,Yes,Yes,High School,Medium,2,5.1
S3240,Ali,Davis,Business,Male,19,83.38,Medium,95.58,43.46,55.49,85.69,54,77.65,68.65,D,12.2,Medium,No,Yes,Bachelor's,Low,10,8.1
S3241,John,Brown,Engineering,Female,20,68.07,Low,60.21,95.83,90.63,51.59,29.6,81.6,68.24,C,13,Medium,No,Yes,Bachelor's,Low,2,5.8
S3242,Ali,Brown,Mathematics,Female,18,77.24,Medium,82.96,43.95,61.65,92.61,66.7,82.66,71.76,C,22.4,High,Yes,No,Bachelor's,High,5,7
S3243,Sara,Brown,CS,Male,19,74.38,Medium,68.97,84.47,67.78,97.08,54.9,62.92,72.69,C,19.2,Medium,Yes,No,PhD,Low,8,6.6
S3244,Maria,Smith,Mathematics,Female,19,69.06,Low,77.61,62.69,57.26,94.44,92.7,68.27,75.5,C,17.2,Medium,No,No,High School,Medium,5,5.3
S3245,Sara,Williams,Business,Female,21,85.94,High,70.26,96.93,59.76,95.65,3.8,56.8,63.87,C,10.1,Medium,No,Yes,High School,Medium,1,7.9
S3246,Ali,Williams,Mathematics,Male,24,94.19,High,98.03,65.18,88.77,50.77,47,96.24,74.33,B,26.9,High,Yes,No,Bachelor's,Medium,1,5.5
S3247,Omar,Davis,CS,Male,23,50.26,Low,81.53,89,63.09,98.89,19.3,86.19,73,B,24.5,High,Yes,Yes,Master's,Low,5,7.9
S3248,Liam,Davis,CS,Female,19,96.68,High,55.08,56.96,72.45,68.32,53.7,52.32,59.81,F,8.5,Low,Yes,Yes,None,Low,2,6
S3249,Ali,Brown,Mathematics,Male,22,75.58,Medium,94.58,57.95,57.58,93.46,85.4,77.47,77.74,C,14.2,Medium,No,Yes,High School,Medium,3,4.2
S3250,Ahmed,Smith,CS,Male,24,85.04,High,57.64,75.73,83.9,59.34,91.1,67.15,72.48,C,18.6,Medium,Yes,No,PhD,Low,2,7.8
S3251,John,Brown,Engineering,Male,20,92.78,High,62.3,99.88,86.41,72.33,39.8,90.76,75.25,B,16.4,Medium,Yes,Yes,None,Medium,9,8.5
S3252,John,Smith,Business,Female,18,73.36,Medium,46.13,71.05,68.08,52.21,81.2,67.19,64.31,D,14.9,Medium,No,No,Master's,Medium,5,4.6
S3253,Sara,Brown,Business,Female,22,91.75,High,94,96.18,89.24,52,28.1,82.21,73.62,B,23,High,Yes,No,PhD,Medium,1,6.9
S3254,Liam,Johnson,CS,Female,24,58.88,Low,57.17,87.17,62,97.16,0.6,58.29,60.4,D,6.4,Low,Yes,Yes,Bachelor's,Medium,3,4.4
S3255,Maria,Johnson,Business,Female,22,57.96,Low,55.54,87.75,84.6,90.53,85.5,77.94,80.31,C,16.8,Medium,Yes,Yes,Master's,High,8,8.1
S3256,Omar,Jones,Engineering,Female,22,82.87,Medium,95.22,66.16,86.5,76.49,11.9,64.69,66.83,C,11.6,Medium,No,Yes,Bachelor's,Low,4,8.9
S3257,Emma,Brown,CS,Female,22,93.51,High,88.33,63.19,98.43,76.27,1.8,58.24,64.38,D,7.1,Low,Yes,Yes,PhD,Medium,8,6.5
S3258,Liam,Davis,Engineering,Female,24,94.62,High,48.46,51.52,61.62,87.44,35.4,80.96,60.9,D,16.6,Medium,No,Yes,PhD,Medium,1,5.6
S3259,John,Williams,Engineering,Male,18,82.19,Medium,86.16,97.84,54.69,67.08,37.9,81.93,70.93,C,9.3,Low,Yes,No,Bachelor's,Medium,8,8.2
S3260,Ahmed,Jones,Business,Female,21,76.27,Medium,94.78,97.56,63.15,88.09,7.7,99.17,75.08,B,11.5,Medium,Yes,No,None,Low,10,6.6
S3261,Liam,Davis,Business,Female,23,66.57,Low,44.71,84.82,56.14,74.25,81.4,83.46,70.8,C,17.7,Medium,Yes,No,High School,Low,9,6.2
S3262,Sara,Johnson,Mathematics,Male,19,99,High,89.51,57.78,58.48,81.9,40.6,75.79,67.34,D,29.3,High,No,Yes,High School,High,7,5.1
S3263,Sara,Brown,Engineering,Male,24,65.98,Low,72.85,54.71,66.71,98.24,49,95.63,72.86,C,22.1,High,No,Yes,PhD,High,3,7.1
S3264,Emma,Jones,Business,Male,22,87.21,High,80.15,99.32,70.7,73.57,26.5,91.41,73.61,B,12,Medium,No,Yes,Master's,Medium,2,7
S3265,Ahmed,Brown,Engineering,Female,19,76.6,Medium,69.57,43.99,95.19,70.92,51.2,77.44,68.05,D,14.6,Medium,Yes,No,Bachelor's,High,1,5.3
S3266,Maria,Johnson,Mathematics,Male,24,80.43,Medium,81.87,90.61,59.78,95.29,76.7,75.57,79.97,C,15.2,Medium,Yes,Yes,Master's,Low,10,5.1
S3267,Liam,Jones,Engineering,Female,19,69.67,Low,42.05,61.33,98.59,95.13,90.6,97.1,80.8,C,8.8,Low,Yes,No,Bachelor's,Medium,10,6.2
S3268,Ahmed,Johnson,CS,Female,22,98.24,High,85.76,65.13,90.51,99.62,97.1,80.86,86.5,B,9,Low,No,No,Master's,Low,7,6.3
S3269,Maria,Smith,Mathematics,Female,21,78.58,Medium,42,89.92,94.07,77.54,42.7,85.69,71.99,C,8.7,Low,Yes,Yes,Bachelor's,High,1,4.6
S3270,Ahmed,Johnson,Mathematics,Male,24,96.89,High,67.32,45.44,96.47,67.21,99,54.33,71.63,D,18,Medium,No,No,PhD,Medium,6,5.4
S3271,Ahmed,Brown,Engineering,Male,19,50.38,Low,49.06,61.25,87.66,62.02,29.5,85.92,62.57,D,21.9,High,No,Yes,None,Medium,1,4.8
S3272,Ali,Williams,Engineering,Female,20,78.63,Medium,89.41,97.12,89.44,51.7,0.7,63.23,65.27,C,19.8,Medium,No,Yes,High School,Medium,10,8.5
S3273,Sara,Johnson,Business,Female,19,85.86,High,58.82,81.94,71.89,86.34,76.8,55.78,71.93,D,29.4,High,No,No,Master's,Low,4,4.4
S3274,Liam,Davis,CS,Female,23,87.25,High,67.25,85.3,75.52,61.67,17.8,92.48,66.67,C,8.1,Low,Yes,Yes,High School,Low,5,8.4
S3275,Ahmed,Williams,Mathematics,Male,22,95.25,High,65.73,85.45,96.62,80.33,5.2,84.56,69.65,C,29.7,High,Yes,Yes,Master's,High,1,6.6
S3276,Liam,Smith,Mathematics,Female,18,50.22,Low,86.35,43.63,68.91,95.83,92.4,70.38,76.25,D,16.7,Medium,Yes,Yes,PhD,Low,8,7.3
S3277,Emma,Jones,Mathematics,Male,19,50.02,Low,68.87,52.19,52.1,97.51,79.2,71.57,70.24,D,10.5,Medium,No,Yes,PhD,High,7,8.6
S3278,Ahmed,Jones,Business,Female,21,73.61,Medium,87.34,69.48,88.14,50.22,10.3,59.86,60.89,D,28.6,High,No,Yes,Master's,Medium,1,5.8
S3279,John,Williams,CS,Male,20,51.46,Low,44.41,62.09,78.66,65.85,77.7,50.48,63.2,F,16.7,Medium,Yes,Yes,Master's,Low,5,7.5
S3280,Sara,Jones,Mathematics,Female,20,98.73,High,51.5,64.65,90.74,91.87,84.4,67.47,75.11,C,13.7,Medium,Yes,Yes,Master's,Low,4,7.4
S3281,John,Johnson,Mathematics,Male,18,61.1,Low,73.09,86.89,53.78,76.82,90.5,57.42,73.08,C,10.3,Medium,Yes,No,PhD,Low,1,8.9
S3282,Liam,Williams,Business,Male,23,73.63,Medium,96.83,40.88,81.06,90.38,54.4,71.09,72.44,D,11.7,Medium,No,Yes,None,Low,4,4.2
